Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Date de prélèvement;"Résultat ""entérocoques intestinaux""";"Résultat ""Escherichia coli""";Statut du prélèvement;;;
2024;Bretagne;035;FRH0335288M035460;01/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035460;15/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035460;29/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035460;13/08/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035460;26/08/2024;15;30;;;;
2024;Bretagne;035;FRH0335288M035460;09/09/2024;15;170;;;;
2024;Bretagne;035;FRH0335288M035470;30/05/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;035;FRH0335288M035470;17/06/2024;15;77;;;;
2024;Bretagne;035;FRH0335288M035470;24/06/2024;210;230;;;;
2024;Bretagne;035;FRH0335288M035470;01/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035470;10/07/2024;200;680;;;;
2024;Bretagne;035;FRH0335288M035470;15/07/2024;15;30;;;;
2024;Bretagne;035;FRH0335288M035470;24/07/2024;310;290;;;;
2024;Bretagne;035;FRH0335288M035470;29/07/2024;15;30;;;;
2024;Bretagne;035;FRH0335288M035470;07/08/2024;30;77;;;;
2024;Bretagne;035;FRH0335288M035470;13/08/2024;630;190;;;;
2024;Bretagne;035;FRH0335288M035470;21/08/2024;61;61;;;;
2024;Bretagne;035;FRH0335288M035470;26/08/2024;200;160;;;;
2024;Bretagne;035;FRH0335288M035470;04/09/2024;640;350;;;;
2024;Bretagne;035;FRH0335288M035470;09/09/2024;61;94;;;;
2024;Bretagne;035;FRH0335288M035480;30/05/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;035;FRH0335288M035480;17/06/2024;15;77;;;;
2024;Bretagne;035;FRH0335288M035480;24/06/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035480;01/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035480;12/07/2024;15;61;;;;
2024;Bretagne;035;FRH0335288M035480;15/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035480;24/07/2024;140;120;;;;
2024;Bretagne;035;FRH0335288M035480;29/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035480;07/08/2024;15;61;;;;
2024;Bretagne;035;FRH0335288M035480;13/08/2024;15;61;;;;
2024;Bretagne;035;FRH0335288M035480;21/08/2024;30;30;;;;
2024;Bretagne;035;FRH0335288M035480;26/08/2024;15;94;;;;
2024;Bretagne;035;FRH0335288M035480;04/09/2024;15;30;;;;
2024;Bretagne;035;FRH0335288M035480;09/09/2024;30;140;;;;
2024;Bretagne;035;FRH0335288M035490;30/05/2024;15;94;Prélèvement de pré-saison;;;
2024;Bretagne;035;FRH0335288M035490;17/06/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035490;24/06/2024;15;77;;;;
2024;Bretagne;035;FRH0335288M035490;01/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035490;10/07/2024;61;310;;;;
2024;Bretagne;035;FRH0335288M035490;15/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035490;24/07/2024;160;110;;;;
2024;Bretagne;035;FRH0335288M035490;29/07/2024;15;46;;;;
2024;Bretagne;035;FRH0335288M035490;07/08/2024;15;30;;;;
2024;Bretagne;035;FRH0335288M035490;13/08/2024;15;30;;;;
2024;Bretagne;035;FRH0335288M035490;21/08/2024;15;61;;;;
2024;Bretagne;035;FRH0335288M035490;26/08/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035490;04/09/2024;15;30;;;;
2024;Bretagne;035;FRH0335288M035490;09/09/2024;30;77;;;;
2024;Bretagne;035;FRH0335288M035515;30/05/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;035;FRH0335288M035515;17/06/2024;15;46;;;;
2024;Bretagne;035;FRH0335288M035515;24/06/2024;640;1100;;;;
2024;Bretagne;035;FRH0335288M035515;01/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035515;10/07/2024;46;230;;;;
2024;Bretagne;035;FRH0335288M035515;15/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035515;24/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035515;29/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035515;07/08/2024;15;30;;;;
2024;Bretagne;035;FRH0335288M035515;13/08/2024;15;77;;;;
2024;Bretagne;035;FRH0335288M035515;21/08/2024;160;270;;;;
2024;Bretagne;035;FRH0335288M035515;26/08/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035515;04/09/2024;30;140;;;;
2024;Bretagne;035;FRH0335288M035515;09/09/2024;46;77;;;;
2024;Bretagne;035;FRH0335288M035530;30/05/2024;560;540;Prélèvement de pré-saison;;;
2024;Bretagne;035;FRH0335288M035530;17/06/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035530;24/06/2024;270;480;;;;
2024;Bretagne;035;FRH0335288M035530;01/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035530;10/07/2024;93;180;;;;
2024;Bretagne;035;FRH0335288M035530;15/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035530;24/07/2024;30;15;;;;
2024;Bretagne;035;FRH0335288M035530;29/07/2024;15;46;;;;
2024;Bretagne;035;FRH0335288M035530;07/08/2024;30;94;;;;
2024;Bretagne;035;FRH0335288M035530;13/08/2024;15;45;;;;
2024;Bretagne;035;FRH0335288M035530;21/08/2024;890;230;;;;
2024;Bretagne;035;FRH0335288M035530;26/08/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035530;04/09/2024;15;30;;;;
2024;Bretagne;035;FRH0335288M035530;09/09/2024;61;160;;;;
2024;Bretagne;035;FRH0335288M035545;30/05/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;035;FRH0335288M035545;17/06/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035545;24/06/2024;77;2000;;;;
2024;Bretagne;035;FRH0335288M035545;01/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035545;10/07/2024;61;230;;;;
2024;Bretagne;035;FRH0335288M035545;15/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035545;24/07/2024;61;30;;;;
2024;Bretagne;035;FRH0335288M035545;29/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035545;07/08/2024;15;61;;;;
2024;Bretagne;035;FRH0335288M035545;13/08/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035545;21/08/2024;210;110;;;;
2024;Bretagne;035;FRH0335288M035545;26/08/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035545;04/09/2024;15;61;;;;
2024;Bretagne;035;FRH0335288M035545;09/09/2024;61;130;;;;
2024;Bretagne;035;FRH0335288M035550;30/05/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;035;FRH0335288M035550;17/06/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035550;24/06/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035550;01/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035550;10/07/2024;30;110;;;;
2024;Bretagne;035;FRH0335288M035550;15/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035550;24/07/2024;15;30;;;;
2024;Bretagne;035;FRH0335288M035550;29/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035550;07/08/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035550;13/08/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035550;21/08/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035550;26/08/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035550;04/09/2024;15;77;;;;
2024;Bretagne;035;FRH0335288M035550;09/09/2024;46;350;;;;
2024;Bretagne;035;FRH0335288M035575;30/05/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;035;FRH0335288M035575;17/06/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035575;01/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035575;15/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035575;29/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035575;13/08/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035575;26/08/2024;15;15;;;;
2024;Bretagne;035;FRH0335288M035575;09/09/2024;15;110;;;;
2024;Bretagne;035;FRH0335299M035215;03/06/2024;15;30;Prélèvement de pré-saison;;;
2024;Bretagne;035;FRH0335299M035215;18/06/2024;15;140;;;;
2024;Bretagne;035;FRH0335299M035215;24/06/2024;15;210;;;;
2024;Bretagne;035;FRH0335299M035215;02/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335299M035215;10/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335299M035215;16/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335299M035215;24/07/2024;77;45;;;;
2024;Bretagne;035;FRH0335299M035215;30/07/2024;30;130;;;;
2024;Bretagne;035;FRH0335299M035215;12/08/2024;15;15;;;;
2024;Bretagne;035;FRH0335299M035215;21/08/2024;77;110;;;;
2024;Bretagne;035;FRH0335299M035215;27/08/2024;15;110;;;;
2024;Bretagne;035;FRH0335299M035215;10/09/2024;15;30;;;;
2024;Bretagne;035;FRH0335352D035230;28/05/2024;61;140;Prélèvement de pré-saison;;;
2024;Bretagne;035;FRH0335352D035230;17/06/2024;15;15;;;;
2024;Bretagne;035;FRH0335352D035230;15/07/2024;160;110;;;;
2024;Bretagne;035;FRH0335352D035230;12/08/2024;15;61;;;;
2024;Bretagne;035;FRH0335358M035635;30/05/2024;15;110;Prélèvement de pré-saison;;;
2024;Bretagne;035;FRH0335358M035635;17/06/2024;15;15;;;;
2024;Bretagne;035;FRH0335358M035635;24/06/2024;15;15;;;;
2024;Bretagne;035;FRH0335358M035635;01/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335358M035635;10/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335358M035635;15/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335358M035635;24/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335358M035635;29/07/2024;15;15;;;;
2024;Bretagne;035;FRH0335358M035635;13/08/2024;15;15;;;;
2024;Bretagne;035;FRH0335358M035635;21/08/2024;15;15;;;;
2024;Bretagne;035;FRH0335358M035635;26/08/2024;15;15;;;;
2024;Bretagne;035;FRH0335358M035635;09/09/2024;30;210;;;;
2024;Bretagne;056;FRH0456002M056505;04/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456002M056505;19/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456002M056505;25/06/2024;292;46;;;;
2024;Bretagne;056;FRH0456002M056505;04/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456002M056505;10/07/2024;46;61;;;;
2024;Bretagne;056;FRH0456002M056505;15/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456002M056505;23/07/2024;15;46;;;;
2024;Bretagne;056;FRH0456002M056505;01/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456002M056505;07/08/2024;30;61;;;;
2024;Bretagne;056;FRH0456002M056505;12/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456002M056505;20/08/2024;15;61;;;;
2024;Bretagne;056;FRH0456002M056505;29/08/2024;15;16;;;;
2024;Bretagne;056;FRH0456002M056505;03/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456002M056505;09/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456002M056510;04/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456002M056510;19/06/2024;46;15;;;;
2024;Bretagne;056;FRH0456002M056510;25/06/2024;61;30;;;;
2024;Bretagne;056;FRH0456002M056510;04/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456002M056510;10/07/2024;110;61;;;;
2024;Bretagne;056;FRH0456002M056510;15/07/2024;15;30;;;;
2024;Bretagne;056;FRH0456002M056510;23/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456002M056510;01/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456002M056510;07/08/2024;30;15;;;;
2024;Bretagne;056;FRH0456002M056510;12/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456002M056510;20/08/2024;61;77;;;;
2024;Bretagne;056;FRH0456002M056510;29/08/2024;15;61;;;;
2024;Bretagne;056;FRH0456002M056510;03/09/2024;15;46;;;;
2024;Bretagne;056;FRH0456002M056510;09/09/2024;15;94;;;;
2024;Bretagne;056;FRH0456002M056515;04/06/2024;61;110;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456002M056515;19/06/2024;30;15;;;;
2024;Bretagne;056;FRH0456002M056515;25/06/2024;30;15;;;;
2024;Bretagne;056;FRH0456002M056515;04/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456002M056515;10/07/2024;93;353;;;;
2024;Bretagne;056;FRH0456002M056515;15/07/2024;61;61;;;;
2024;Bretagne;056;FRH0456002M056515;23/07/2024;46;15;;;;
2024;Bretagne;056;FRH0456002M056515;01/08/2024;77;77;;;;
2024;Bretagne;056;FRH0456002M056515;07/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456002M056515;12/08/2024;46;307;;;;
2024;Bretagne;056;FRH0456002M056515;20/08/2024;46;110;;;;
2024;Bretagne;056;FRH0456002M056515;29/08/2024;45;110;;;;
2024;Bretagne;056;FRH0456002M056515;03/09/2024;15;127;;;;
2024;Bretagne;056;FRH0456002M056515;09/09/2024;46;93;;;;
2024;Bretagne;056;FRH0456003M056350;05/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456003M056350;20/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456003M056350;04/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456003M056350;17/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456003M056350;01/08/2024;15;330;;;;
2024;Bretagne;056;FRH0456003M056350;14/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456003M056350;29/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456003M056350;11/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456003M056355;05/06/2024;15;77;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456003M056355;20/06/2024;30;15;;;;
2024;Bretagne;056;FRH0456003M056355;04/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456003M056355;17/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456003M056355;01/08/2024;272;215;;;;
2024;Bretagne;056;FRH0456003M056355;14/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456003M056355;29/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456003M056355;11/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456003M056360;05/06/2024;46;253;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456003M056360;20/06/2024;15;110;;;;
2024;Bretagne;056;FRH0456003M056360;04/07/2024;15;110;;;;
2024;Bretagne;056;FRH0456003M056360;17/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456003M056360;01/08/2024;15;569;;;;
2024;Bretagne;056;FRH0456003M056360;14/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456003M056360;29/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456003M056360;11/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056399;03/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456005M056399;18/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056399;02/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056399;18/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056399;30/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056399;16/08/2024;15;30;;;;
2024;Bretagne;056;FRH0456005M056399;27/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056399;10/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056400;03/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456005M056400;18/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056400;26/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056400;02/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056400;08/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056400;18/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056400;24/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056400;30/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056400;06/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056400;16/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056400;21/08/2024;15;30;;;;
2024;Bretagne;056;FRH0456005M056400;27/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056400;05/09/2024;30;232;;;;
2024;Bretagne;056;FRH0456005M056400;10/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056405;03/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456005M056405;18/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056405;26/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056405;02/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056405;08/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056405;18/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056405;24/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056405;30/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056405;06/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056405;16/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056405;21/08/2024;362;3889;;;;
2024;Bretagne;056;FRH0456005M056405;27/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056405;05/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056405;10/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056410;03/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456005M056410;18/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056410;26/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056410;02/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056410;08/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056410;18/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056410;24/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056410;30/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056410;06/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056410;16/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056410;21/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056410;27/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056410;05/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056410;10/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056415;03/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456005M056415;18/06/2024;15;30;;;;
2024;Bretagne;056;FRH0456005M056415;26/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056415;02/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056415;08/07/2024;15;61;;;;
2024;Bretagne;056;FRH0456005M056415;18/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056415;24/07/2024;77;46;;;;
2024;Bretagne;056;FRH0456005M056415;30/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056415;06/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056415;16/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056415;21/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056415;27/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056415;05/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056415;10/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056420;03/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456005M056420;18/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056420;26/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056420;02/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056420;08/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056420;18/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056420;24/07/2024;30;61;;;;
2024;Bretagne;056;FRH0456005M056420;30/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056420;06/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056420;16/08/2024;15;61;;;;
2024;Bretagne;056;FRH0456005M056420;21/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056420;27/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056420;05/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056420;10/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056425;03/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456005M056425;18/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056425;26/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056425;02/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056425;08/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056425;18/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056425;24/07/2024;15;77;;;;
2024;Bretagne;056;FRH0456005M056425;30/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056425;06/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056425;16/08/2024;15;61;;;;
2024;Bretagne;056;FRH0456005M056425;21/08/2024;46;15;;;;
2024;Bretagne;056;FRH0456005M056425;27/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056425;05/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056425;10/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056427;03/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456005M056427;18/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056427;02/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056427;18/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056427;30/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056427;16/08/2024;61;110;;;;
2024;Bretagne;056;FRH0456005M056427;27/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456005M056427;10/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456008M056333;05/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456008M056333;20/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456008M056333;04/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456008M056333;17/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456008M056333;01/08/2024;15;77;;;;
2024;Bretagne;056;FRH0456008M056333;14/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456008M056333;29/08/2024;15;161;;;;
2024;Bretagne;056;FRH0456008M056333;11/09/2024;30;15;;;;
2024;Bretagne;056;FRH0456008M056334;05/06/2024;46;45;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456008M056334;20/06/2024;61;232;;;;
2024;Bretagne;056;FRH0456008M056334;04/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456008M056334;17/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456008M056334;01/08/2024;30;15;;;;
2024;Bretagne;056;FRH0456008M056334;14/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456008M056334;29/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456008M056334;11/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456009M056250;05/06/2024;15;109;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456009M056250;21/06/2024;15;45;;;;
2024;Bretagne;056;FRH0456009M056250;01/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456009M056250;17/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456009M056250;30/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456009M056250;14/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456009M056250;27/08/2024;15;30;;;;
2024;Bretagne;056;FRH0456009M056250;11/09/2024;15;30;;;;
2024;Bretagne;056;FRH0456009M056255;05/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456009M056255;21/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456009M056255;01/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456009M056255;17/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456009M056255;30/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456009M056255;14/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456009M056255;27/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456009M056255;11/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456018M056520;06/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456018M056520;20/06/2024;20795;160;;;;
2024;Bretagne;056;FRH0456018M056520;03/07/2024;110;61;;;;
2024;Bretagne;056;FRH0456018M056520;11/07/2024;46;15;;;;
2024;Bretagne;056;FRH0456018M056520;16/07/2024;46;15;;;;
2024;Bretagne;056;FRH0456018M056520;22/07/2024;161;77;;;;
2024;Bretagne;056;FRH0456018M056520;31/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456018M056520;08/08/2024;61;61;;;;
2024;Bretagne;056;FRH0456018M056520;13/08/2024;30;46;;;;
2024;Bretagne;056;FRH0456018M056520;19/08/2024;15;253;;;;
2024;Bretagne;056;FRH0456018M056520;28/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456018M056520;02/09/2024;127;327;;;;
2024;Bretagne;056;FRH0456018M056520;12/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456018M056525;06/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456018M056525;20/06/2024;143;94;;;;
2024;Bretagne;056;FRH0456018M056525;24/06/2024;213;93;;;;
2024;Bretagne;056;FRH0456018M056525;03/07/2024;126;77;;;;
2024;Bretagne;056;FRH0456018M056525;11/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456018M056525;16/07/2024;77;46;;;;
2024;Bretagne;056;FRH0456018M056525;22/07/2024;77;110;;;;
2024;Bretagne;056;FRH0456018M056525;31/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456018M056525;08/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456018M056525;13/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456018M056525;19/08/2024;126;397;;;;
2024;Bretagne;056;FRH0456018M056525;28/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456018M056525;02/09/2024;1092;1327;;;;
2024;Bretagne;056;FRH0456018M056525;12/09/2024;15;15;;;;
2024;Bretagne;056;FRH0456034M056275;04/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Bretagne;056;FRH0456034M056275;20/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456034M056275;26/06/2024;15;15;;;;
2024;Bretagne;056;FRH0456034M056275;01/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456034M056275;09/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456034M056275;17/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456034M056275;25/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456034M056275;30/07/2024;15;15;;;;
2024;Bretagne;056;FRH0456034M056275;05/08/2024;15;15;;;;
2024;Bretagne;056;FRH0456034M056275;16/08/2024;15;15;;;;
