Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Date de prélèvement;"Résultat ""entérocoques intestinaux""";"Résultat ""Escherichia coli""";Statut du prélèvement;;;
2024;Occitanie;046;FRJ2546088D046999;09/07/2024;15;77;;;;
2024;Occitanie;046;FRJ2546088D046999;23/07/2024;94;161;;;;
2024;Occitanie;046;FRJ2546088D046999;06/08/2024;15;110;;;;
2024;Occitanie;046;FRJ2546088D046999;20/08/2024;15;46;;;;
2024;Occitanie;046;FRJ2546114D046013;18/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546114D046013;09/07/2024;30;15;;;;
2024;Occitanie;046;FRJ2546114D046013;22/07/2024;15;15;;;;
2024;Occitanie;046;FRJ2546114D046013;05/08/2024;77;77;;;;
2024;Occitanie;046;FRJ2546114D046013;19/08/2024;46;232;;;;
2024;Occitanie;046;FRJ2546127D046014;18/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546127D046014;09/07/2024;15;15;;;;
2024;Occitanie;046;FRJ2546127D046014;22/07/2024;15;45;;;;
2024;Occitanie;046;FRJ2546127D046014;05/08/2024;15;30;;;;
2024;Occitanie;046;FRJ2546127D046014;19/08/2024;15;15;;;;
2024;Occitanie;046;FRJ2546144D046001;17/06/2024;61;126;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546144D046001;09/07/2024;15;194;;;;
2024;Occitanie;046;FRJ2546144D046001;23/07/2024;30;160;;;;
2024;Occitanie;046;FRJ2546144D046001;06/08/2024;46;94;;;;
2024;Occitanie;046;FRJ2546144D046001;20/08/2024;15;46;;;;
2024;Occitanie;046;FRJ2546152D046998;18/06/2024;15;30;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546152D046998;09/07/2024;15;15;;;;
2024;Occitanie;046;FRJ2546152D046998;22/07/2024;45;30;;;;
2024;Occitanie;046;FRJ2546152D046998;05/08/2024;15;15;;;;
2024;Occitanie;046;FRJ2546152D046998;19/08/2024;15;15;;;;
2024;Occitanie;046;FRJ2546182D046020;17/06/2024;15;61;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546182D046020;09/07/2024;15;289;;;;
2024;Occitanie;046;FRJ2546182D046020;23/07/2024;61;77;;;;
2024;Occitanie;046;FRJ2546182D046020;06/08/2024;30;46;;;;
2024;Occitanie;046;FRJ2546182D046020;20/08/2024;15;61;;;;
2024;Occitanie;046;FRJ2546183D046025;18/06/2024;77;144;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546183D046025;08/07/2024;61;292;;;;
2024;Occitanie;046;FRJ2546183D046025;22/07/2024;759;4575;Prélèvement réalisé pendant une pollution à court terme;;;
2024;Occitanie;046;FRJ2546183D046025;25/07/2024;330;465;Prélèvement de fin de pollution à court terme;;;
2024;Occitanie;046;FRJ2546183D046025;29/07/2024;234;309;Prélèvement de remplacement;;;
2024;Occitanie;046;FRJ2546183D046025;05/08/2024;61;234;;;;
2024;Occitanie;046;FRJ2546183D046025;19/08/2024;46;110;;;;
2024;Occitanie;046;FRJ2546201D046047;17/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546201D046047;08/07/2024;15;15;;;;
2024;Occitanie;046;FRJ2546201D046047;23/07/2024;15;15;;;;
2024;Occitanie;046;FRJ2546201D046047;06/08/2024;46;15;;;;
2024;Occitanie;046;FRJ2546201D046047;20/08/2024;15;45;;;;
2024;Occitanie;046;FRJ2546208D046001;17/06/2024;15;285;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546208D046001;09/07/2024;46;110;;;;
2024;Occitanie;046;FRJ2546208D046001;23/07/2024;108;500;;;;
2024;Occitanie;046;FRJ2546208D046001;06/08/2024;77;292;;;;
2024;Occitanie;046;FRJ2546208D046001;20/08/2024;46;94;;;;
2024;Occitanie;046;FRJ2546208D046002;17/06/2024;15;126;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546208D046002;09/07/2024;15;46;;;;
2024;Occitanie;046;FRJ2546208D046002;23/07/2024;30;289;;;;
2024;Occitanie;046;FRJ2546208D046002;06/08/2024;15;110;;;;
2024;Occitanie;046;FRJ2546208D046002;20/08/2024;15;94;;;;
2024;Occitanie;046;FRJ2546212D046001;18/06/2024;15;197;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546212D046001;08/07/2024;61;179;;;;
2024;Occitanie;046;FRJ2546212D046001;22/07/2024;289;272;;;;
2024;Occitanie;046;FRJ2546212D046001;05/08/2024;93;77;;;;
2024;Occitanie;046;FRJ2546212D046001;19/08/2024;94;234;;;;
2024;Occitanie;046;FRJ2546231D046021;17/06/2024;15;30;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546231D046021;08/07/2024;46;126;;;;
2024;Occitanie;046;FRJ2546231D046021;23/07/2024;197;438;;;;
2024;Occitanie;046;FRJ2546231D046021;06/08/2024;61;234;;;;
2024;Occitanie;046;FRJ2546231D046021;20/08/2024;61;232;;;;
2024;Occitanie;046;FRJ2546256D046017;18/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546256D046017;08/07/2024;15;15;;;;
2024;Occitanie;046;FRJ2546256D046017;15/07/2024;15;61;;;;
2024;Occitanie;046;FRJ2546256D046017;22/07/2024;110;30;;;;
2024;Occitanie;046;FRJ2546256D046017;29/07/2024;46;61;;;;
2024;Occitanie;046;FRJ2546256D046017;05/08/2024;15;61;;;;
2024;Occitanie;046;FRJ2546256D046017;12/08/2024;144;46;;;;
2024;Occitanie;046;FRJ2546256D046017;19/08/2024;30;15;;;;
2024;Occitanie;046;FRJ2546256D046017;28/08/2024;61;61;;;;
2024;Occitanie;046;FRJ2546294D046046;18/06/2024;61;489;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546294D046046;08/07/2024;143;309;;;;
2024;Occitanie;046;FRJ2546294D046046;22/07/2024;930;2079;Prélèvement réalisé pendant une pollution à court terme;;;
2024;Occitanie;046;FRJ2546294D046046;25/07/2024;144;272;Prélèvement de fin de pollution à court terme;;;
2024;Occitanie;046;FRJ2546294D046046;29/07/2024;177;270;Prélèvement de remplacement;;;
2024;Occitanie;046;FRJ2546294D046046;05/08/2024;197;215;;;;
2024;Occitanie;046;FRJ2546294D046046;19/08/2024;93;109;;;;
2024;Occitanie;046;FRJ2546299D046996;18/06/2024;30;289;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546299D046996;08/07/2024;45;195;;;;
2024;Occitanie;046;FRJ2546299D046996;22/07/2024;480;720;;;;
2024;Occitanie;046;FRJ2546299D046996;05/08/2024;110;272;;;;
2024;Occitanie;046;FRJ2546299D046996;19/08/2024;46;61;;;;
2024;Occitanie;046;FRJ2546302D046043;18/06/2024;46;327;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546302D046043;08/07/2024;15;15;;;;
2024;Occitanie;046;FRJ2546302D046043;22/07/2024;45;46;;;;
2024;Occitanie;046;FRJ2546302D046043;05/08/2024;15;46;;;;
2024;Occitanie;046;FRJ2546302D046043;19/08/2024;46;46;;;;
2024;Occitanie;046;FRJ2546313D046038;17/06/2024;15;30;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546313D046038;09/07/2024;30;15;;;;
2024;Occitanie;046;FRJ2546313D046038;23/07/2024;46;15;;;;
2024;Occitanie;046;FRJ2546313D046038;06/08/2024;30;30;;;;
2024;Occitanie;046;FRJ2546313D046038;20/08/2024;15;94;;;;
2024;Occitanie;046;FRJ2546330D046032;17/06/2024;30;177;Prélèvement de pré-saison;;;
2024;Occitanie;046;FRJ2546330D046032;09/07/2024;61;127;;;;
2024;Occitanie;046;FRJ2546330D046032;23/07/2024;110;371;;;;
2024;Occitanie;046;FRJ2546330D046032;06/08/2024;46;197;;;;
2024;Occitanie;046;FRJ2546330D046032;20/08/2024;15;127;;;;
2024;Occitanie;048;FRJ1448032D048210;17/06/2024;30;249;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448032D048210;08/07/2024;15;15;;;;
2024;Occitanie;048;FRJ1448032D048210;23/07/2024;30;46;;;;
2024;Occitanie;048;FRJ1448032D048210;05/08/2024;15;15;;;;
2024;Occitanie;048;FRJ1448032D048210;19/08/2024;144;559;;;;
2024;Occitanie;048;FRJ1448050D048125;17/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448050D048125;09/07/2024;61;144;;;;
2024;Occitanie;048;FRJ1448050D048125;23/07/2024;77;251;;;;
2024;Occitanie;048;FRJ1448050D048125;06/08/2024;30;15;;;;
2024;Occitanie;048;FRJ1448050D048125;20/08/2024;46;61;;;;
2024;Occitanie;048;FRJ1448050D048130;17/06/2024;15;30;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448050D048130;09/07/2024;30;77;;;;
2024;Occitanie;048;FRJ1448050D048130;23/07/2024;127;93;;;;
2024;Occitanie;048;FRJ1448050D048130;06/08/2024;161;46;;;;
2024;Occitanie;048;FRJ1448050D048130;20/08/2024;109;46;;;;
2024;Occitanie;048;FRJ1448051D048302;18/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448051D048302;09/07/2024;15;15;;;;
2024;Occitanie;048;FRJ1448051D048302;23/07/2024;77;15;;;;
2024;Occitanie;048;FRJ1448051D048302;06/08/2024;15;15;;;;
2024;Occitanie;048;FRJ1448051D048302;20/08/2024;15;61;;;;
2024;Occitanie;048;FRJ1448061D048107;17/06/2024;46;15;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448061D048107;09/07/2024;94;61;;;;
2024;Occitanie;048;FRJ1448061D048107;23/07/2024;110;234;;;;
2024;Occitanie;048;FRJ1448061D048107;06/08/2024;61;109;;;;
2024;Occitanie;048;FRJ1448061D048107;20/08/2024;179;272;;;;
2024;Occitanie;048;FRJ1448061D048306;17/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448061D048306;09/07/2024;94;94;;;;
2024;Occitanie;048;FRJ1448061D048306;23/07/2024;46;30;;;;
2024;Occitanie;048;FRJ1448061D048306;06/08/2024;77;94;;;;
2024;Occitanie;048;FRJ1448061D048306;20/08/2024;126;61;;;;
2024;Occitanie;048;FRJ1448061D048307;17/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448061D048307;09/07/2024;15;46;;;;
2024;Occitanie;048;FRJ1448061D048307;23/07/2024;46;15;;;;
2024;Occitanie;048;FRJ1448061D048307;06/08/2024;127;30;;;;
2024;Occitanie;048;FRJ1448061D048307;20/08/2024;126;30;;;;
2024;Occitanie;048;FRJ1448061D048405;18/06/2024;15;61;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448061D048405;09/07/2024;45;94;;;;
2024;Occitanie;048;FRJ1448061D048405;23/07/2024;109;94;;;;
2024;Occitanie;048;FRJ1448061D048405;06/08/2024;144;46;;;;
2024;Occitanie;048;FRJ1448061D048405;20/08/2024;77;61;;;;
2024;Occitanie;048;FRJ1448070D048203;27/06/2024;61;3534;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448070D048203;23/07/2024;46;1049;;;;
2024;Occitanie;048;FRJ1448070D048203;05/08/2024;30;332;;;;
2024;Occitanie;048;FRJ1448070D048203;19/08/2024;30;232;;;;
2024;Occitanie;048;FRJ1448075D048108;18/06/2024;15;234;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448075D048108;08/07/2024;46;144;;;;
2024;Occitanie;048;FRJ1448075D048108;24/07/2024;94;127;;;;
2024;Occitanie;048;FRJ1448075D048108;05/08/2024;46;30;;;;
2024;Occitanie;048;FRJ1448075D048108;19/08/2024;144;375;;;;
2024;Occitanie;048;FRJ1448075D048109;18/06/2024;15;127;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448075D048109;08/07/2024;46;15;;;;
2024;Occitanie;048;FRJ1448075D048109;24/07/2024;371;30;;;;
2024;Occitanie;048;FRJ1448075D048109;05/08/2024;110;15;;;;
2024;Occitanie;048;FRJ1448075D048109;19/08/2024;371;253;;;;
2024;Occitanie;048;FRJ1448088D048115;18/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448088D048115;08/07/2024;15;77;;;;
2024;Occitanie;048;FRJ1448088D048115;24/07/2024;30;92;;;;
2024;Occitanie;048;FRJ1448088D048115;05/08/2024;77;15;;;;
2024;Occitanie;048;FRJ1448088D048115;19/08/2024;683;704;;;;
2024;Occitanie;048;FRJ1448094D048116;18/06/2024;15;30;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448094D048116;08/07/2024;15;15;;;;
2024;Occitanie;048;FRJ1448094D048116;24/07/2024;30;46;;;;
2024;Occitanie;048;FRJ1448094D048116;05/08/2024;77;61;;;;
2024;Occitanie;048;FRJ1448094D048116;19/08/2024;230;253;;;;
2024;Occitanie;048;FRJ1448094D048160;18/06/2024;15;61;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448094D048160;08/07/2024;15;46;;;;
2024;Occitanie;048;FRJ1448094D048160;24/07/2024;15;15;;;;
2024;Occitanie;048;FRJ1448094D048160;05/08/2024;93;30;;;;
2024;Occitanie;048;FRJ1448094D048160;19/08/2024;161;234;;;;
2024;Occitanie;048;FRJ1448095D048124;17/06/2024;430;1108;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448095D048124;04/07/2024;289;955;;;;
2024;Occitanie;048;FRJ1448095D048124;09/07/2024;371;539;;;;
2024;Occitanie;048;FRJ1448095D048124;15/07/2024;814;1358;;;;
2024;Occitanie;048;FRJ1448095D048124;23/07/2024;1494;2639;;;;
2024;Occitanie;048;FRJ1448095D048124;30/07/2024;6581;2194;;;;
2024;Occitanie;048;FRJ1448095D048124;05/08/2024;287;1049;;;;
2024;Occitanie;048;FRJ1448095D048124;13/08/2024;612;2290;;;;
2024;Occitanie;048;FRJ1448095D048124;19/08/2024;994;2072;;;;
2024;Occitanie;048;FRJ1448105D048202;17/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448105D048202;08/07/2024;15;15;;;;
2024;Occitanie;048;FRJ1448105D048202;23/07/2024;15;61;;;;
2024;Occitanie;048;FRJ1448105D048202;05/08/2024;15;15;;;;
2024;Occitanie;048;FRJ1448105D048202;19/08/2024;15;15;;;;
2024;Occitanie;048;FRJ1448116D048105;17/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448116D048105;09/07/2024;15;15;;;;
2024;Occitanie;048;FRJ1448116D048105;23/07/2024;161;15;;;;
2024;Occitanie;048;FRJ1448116D048105;06/08/2024;77;61;;;;
2024;Occitanie;048;FRJ1448116D048105;20/08/2024;77;15;;;;
2024;Occitanie;048;FRJ1448116D048135;17/06/2024;77;15;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448116D048135;09/07/2024;46;61;;;;
2024;Occitanie;048;FRJ1448116D048135;23/07/2024;143;109;;;;
2024;Occitanie;048;FRJ1448116D048135;06/08/2024;61;110;;;;
2024;Occitanie;048;FRJ1448116D048135;20/08/2024;177;77;;;;
2024;Occitanie;048;FRJ1448126D048211;17/06/2024;61;332;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448126D048211;08/07/2024;15;94;;;;
2024;Occitanie;048;FRJ1448126D048211;23/07/2024;15;144;;;;
2024;Occitanie;048;FRJ1448126D048211;05/08/2024;15;15;;;;
2024;Occitanie;048;FRJ1448126D048211;19/08/2024;15;30;;;;
2024;Occitanie;048;FRJ1448130D048460;18/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448130D048460;09/07/2024;15;30;;;;
2024;Occitanie;048;FRJ1448130D048460;23/07/2024;110;30;;;;
2024;Occitanie;048;FRJ1448130D048460;06/08/2024;30;15;;;;
2024;Occitanie;048;FRJ1448130D048460;20/08/2024;143;15;;;;
2024;Occitanie;048;FRJ1448144D048320;18/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448144D048320;09/07/2024;195;30;;;;
2024;Occitanie;048;FRJ1448144D048320;23/07/2024;453;30;;;;
2024;Occitanie;048;FRJ1448144D048320;06/08/2024;61;46;;;;
2024;Occitanie;048;FRJ1448144D048320;20/08/2024;160;46;;;;
2024;Occitanie;048;FRJ1448146D048110;18/06/2024;15;144;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448146D048110;08/07/2024;15;61;;;;
2024;Occitanie;048;FRJ1448146D048110;24/07/2024;30;61;;;;
2024;Occitanie;048;FRJ1448146D048110;05/08/2024;46;46;;;;
2024;Occitanie;048;FRJ1448146D048110;19/08/2024;179;197;;;;
2024;Occitanie;048;FRJ1448146D048112;18/06/2024;15;234;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448146D048112;08/07/2024;30;15;;;;
2024;Occitanie;048;FRJ1448146D048112;25/07/2024;15;15;;;;
2024;Occitanie;048;FRJ1448146D048112;05/08/2024;45;46;;;;
2024;Occitanie;048;FRJ1448146D048112;19/08/2024;30;30;;;;
2024;Occitanie;048;FRJ1448146D048114;18/06/2024;15;46;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448146D048114;08/07/2024;15;61;;;;
2024;Occitanie;048;FRJ1448146D048114;24/07/2024;77;46;;;;
2024;Occitanie;048;FRJ1448146D048114;05/08/2024;61;30;;;;
2024;Occitanie;048;FRJ1448146D048114;19/08/2024;30;110;;;;
2024;Occitanie;048;FRJ1448146D048129;18/06/2024;15;94;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448146D048129;08/07/2024;15;46;;;;
2024;Occitanie;048;FRJ1448146D048129;25/07/2024;15;94;;;;
2024;Occitanie;048;FRJ1448146D048129;05/08/2024;109;15;;;;
2024;Occitanie;048;FRJ1448146D048129;19/08/2024;30;179;;;;
2024;Occitanie;048;FRJ1448146D048150;18/06/2024;15;30;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448146D048150;08/07/2024;30;46;;;;
2024;Occitanie;048;FRJ1448146D048150;24/07/2024;15;93;;;;
2024;Occitanie;048;FRJ1448146D048150;05/08/2024;77;197;;;;
2024;Occitanie;048;FRJ1448146D048150;19/08/2024;30;94;;;;
2024;Occitanie;048;FRJ1448146D048170;18/06/2024;30;327;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448146D048170;08/07/2024;15;144;;;;
2024;Occitanie;048;FRJ1448146D048170;25/07/2024;15;30;;;;
2024;Occitanie;048;FRJ1448146D048170;05/08/2024;15;15;;;;
2024;Occitanie;048;FRJ1448146D048170;19/08/2024;61;215;;;;
2024;Occitanie;048;FRJ1448146D048180;18/06/2024;15;253;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448146D048180;08/07/2024;15;30;;;;
2024;Occitanie;048;FRJ1448146D048180;25/07/2024;15;30;;;;
2024;Occitanie;048;FRJ1448146D048180;05/08/2024;15;15;;;;
2024;Occitanie;048;FRJ1448146D048180;19/08/2024;46;161;;;;
2024;Occitanie;048;FRJ1448148D048304;18/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448148D048304;09/07/2024;30;15;;;;
2024;Occitanie;048;FRJ1448148D048304;23/07/2024;46;15;;;;
2024;Occitanie;048;FRJ1448148D048304;06/08/2024;15;15;;;;
2024;Occitanie;048;FRJ1448148D048304;20/08/2024;15;15;;;;
2024;Occitanie;048;FRJ1448158D048300;18/06/2024;61;15;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448158D048300;09/07/2024;253;179;;;;
2024;Occitanie;048;FRJ1448158D048300;23/07/2024;461;46;;;;
2024;Occitanie;048;FRJ1448158D048300;06/08/2024;160;94;;;;
2024;Occitanie;048;FRJ1448158D048300;20/08/2024;46;15;;;;
2024;Occitanie;048;FRJ1448166D048127;18/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448166D048127;09/07/2024;15;15;;;;
2024;Occitanie;048;FRJ1448166D048127;23/07/2024;93;15;;;;
2024;Occitanie;048;FRJ1448166D048127;06/08/2024;30;15;;;;
2024;Occitanie;048;FRJ1448166D048127;20/08/2024;61;46;;;;
2024;Occitanie;048;FRJ1448193D048450;18/06/2024;15;30;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448193D048450;09/07/2024;30;15;;;;
2024;Occitanie;048;FRJ1448193D048450;23/07/2024;197;350;;;;
2024;Occitanie;048;FRJ1448193D048450;06/08/2024;94;46;;;;
2024;Occitanie;048;FRJ1448193D048450;20/08/2024;158;179;;;;
2024;Occitanie;048;FRJ1448194D048104;17/06/2024;46;15;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448194D048104;09/07/2024;77;127;;;;
2024;Occitanie;048;FRJ1448194D048104;23/07/2024;272;46;;;;
2024;Occitanie;048;FRJ1448194D048104;06/08/2024;312;15;;;;
2024;Occitanie;048;FRJ1448194D048104;20/08/2024;197;77;;;;
2024;Occitanie;048;FRJ1448198D048102;17/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;048;FRJ1448198D048102;08/07/2024;15;15;;;;
2024;Occitanie;048;FRJ1448198D048102;23/07/2024;15;15;;;;
2024;Occitanie;048;FRJ1448198D048102;05/08/2024;15;15;;;;
2024;Occitanie;048;FRJ1448198D048102;19/08/2024;15;15;;;;
2024;Occitanie;065;FRJ2665129D065001;17/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;065;FRJ2665129D065001;08/07/2024;15;15;;;;
2024;Occitanie;065;FRJ2665129D065001;22/07/2024;15;15;;;;
2024;Occitanie;065;FRJ2665129D065001;05/08/2024;15;15;;;;
2024;Occitanie;065;FRJ2665129D065001;19/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566004D066250;17/06/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;066;FRJ1566004D066250;03/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566004D066250;16/07/2024;15;30;;;;
2024;Occitanie;066;FRJ1566004D066250;29/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566004D066250;05/08/2024;46;46;;;;
2024;Occitanie;066;FRJ1566004D066250;21/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;28/05/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;066;FRJ1566008M066180;17/06/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;25/06/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;01/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;09/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;15/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;17/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;23/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;25/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;29/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;31/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;06/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;08/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;13/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;19/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;21/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;27/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;29/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066180;02/09/2024;30;30;;;;
2024;Occitanie;066;FRJ1566008M066180;11/09/2024;15;45;;;;
2024;Occitanie;066;FRJ1566008M066190;28/05/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;066;FRJ1566008M066190;17/06/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066190;25/06/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066190;01/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066190;09/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066190;15/07/2024;15;30;;;;
2024;Occitanie;066;FRJ1566008M066190;17/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066190;23/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066190;25/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066190;29/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066190;31/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066190;06/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066190;08/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066190;13/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066190;19/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066190;21/08/2024;15;61;;;;
2024;Occitanie;066;FRJ1566008M066190;27/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066190;29/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066190;02/09/2024;30;110;;;;
2024;Occitanie;066;FRJ1566008M066190;11/09/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066200;28/05/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;066;FRJ1566008M066200;17/06/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066200;25/06/2024;46;15;;;;
2024;Occitanie;066;FRJ1566008M066200;01/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066200;09/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066200;15/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066200;17/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066200;23/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066200;25/07/2024;15;110;;;;
2024;Occitanie;066;FRJ1566008M066200;29/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066200;31/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066200;06/08/2024;15;46;;;;
2024;Occitanie;066;FRJ1566008M066200;08/08/2024;15;30;;;;
2024;Occitanie;066;FRJ1566008M066200;13/08/2024;30;92;;;;
2024;Occitanie;066;FRJ1566008M066200;19/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066200;21/08/2024;15;46;;;;
2024;Occitanie;066;FRJ1566008M066200;27/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066200;29/08/2024;30;15;;;;
2024;Occitanie;066;FRJ1566008M066200;02/09/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066200;11/09/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066210;28/05/2024;15;15;Prélèvement de pré-saison;;;
2024;Occitanie;066;FRJ1566008M066210;17/06/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066210;25/06/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066210;01/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066210;09/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066210;15/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066210;17/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066210;23/07/2024;30;15;;;;
2024;Occitanie;066;FRJ1566008M066210;25/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066210;29/07/2024;15;30;;;;
2024;Occitanie;066;FRJ1566008M066210;31/07/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066210;06/08/2024;15;15;;;;
2024;Occitanie;066;FRJ1566008M066210;08/08/2024;15;15;;;;
